,review
1334,"With a cast of stalwart British character actors and pleasing photography of 1950s Britain, I had hoped and expected to be more entertained by this film. Unfortunately I found myself glued to it for t"
1335,"Many mystery stories follow the standard whodunit path: murder most foul, gathering of clues, gaggle of possible perps, sprinkling of red herrings, and inevitable showdown between clever evildoer and "
1336,"Recherche is a good word to describe this movie.<br /><br />Let's say every movie has a selling point, a gimmick. Transformers' gimmick is the awesome effects as well as fan boys nostalgia. Sleepless "
1337,"I don't understand. Not being a critic, i am not evaluating the quality of the acting, which I find believable, a good thing. My confusion lies with the content. Is no one else sensitive to the fact t"
1338,"If you want to see a mystery, don't watch this. Though there are elements straight out of Elmore Leonard territory, this comes closer to an episode of ""Dynasty"", since the filmmaker focuses on ""charac"
1339,"""The Matador"" stars Pierce Brosnan as a burned out assassin. He's James Bond gone to seed, in too-tight, garish clothes, gold chains, and an ugly haircut. Our struggling assassin, Julian Noble, is in "
1340,"Samuel Fuller's Pickup on South Street is anomalous: A ""Red Scare"" movie devoid of hysteria, in which the Communist threat is nothing more than the McGuffin that ignites the plot. Pickpocket Richard W"
1341,"Warped take on the Pinocchio theme, and set during the Christmas season(..after the previous entry abandoned ties to Christmas) has booby-trapped toys sent to murder a child(..yet through this, other "
1342,**************Possible spoilers********** There is only one reason why I saw this movie and that was because I have a massive crush on Richard Belzer.(I don't know that much about humor) There were so
1343,"In the old commercial for blank audio cassettes, the tag line was ""is it real or is it Memorex?"" The same might be said for the events in this episode - a compilation and remix of ""The Cage,"" the firs"
1344,"Okay, we've got extreme Verhoeven violence (Although not as extreme as other Verhoeven flicks), we've got plenty of sex and nudity, but something is missing...Oh, yes, it's missing the intelligence th"
1345,"My take on this, at our local festival where people would see me so often they thought me a better source than I may actually have been, began with a head shake: ""Well, I can't summarize the plot, but"
1346,"Imagine being so hampered by a bureaucracy that a one man spends 8 year's of his life, and has a mental breakdown trying to solve a mass murder case virtually by himself! The murder technique is clear"
1347,"Punctuating the opening credits sequence is a swarthy man having a strange, all-too-real nightmare. Closing in on its dystopic 2054 Paris, the film begins to follow a woman into a grungy club, where s"
1348,"What we have here is a film about how the pursuit of money & revenge can corrupt your soul... or something like that. Guy Ritchie, a director known for his reworking of the gangster genre, bites off m"
1349,"A few summer space campers actually were accidently sent into space by a robot. And the oxygen in ship was running short. They had to sent someone to a space station to get the gas tanks, etc, etc.<br"
1350,"Sammy Horn (Michael Des Barres) is the head chef and owner of a famous restaurant in California. He has a lovely wife, Grace Horn (Rosanna Arquette), who is pregnant, and a beautiful son of about five"
1351,"of watching this as a child. Although I'll probably find it god-awful now, it was kind-of spooky stuff as I was only seven or so. I also recall working on a Saturday-afternoon puzzle while watching it"
1352,"Preminger's adaptation of G. B. Shaw's ''Saint Joan''(screenplay by Graham Greene) received one of the worst critical reactions in it's day. It was vilified by the pseudo-elite, the purists and the au"
1353,"""Sasquatch Hunters"" actually wasn't as bad as I thought.<br /><br />**SPOILERS**<br /><br />Traveling into the woods, Park Rangers Charles Landon, (Kevin O'Connor) Roger Gordon, (Matt Latimore) Brian "
1354,"Seven Pounds stars Will Smith as Ben Thomas, an IRS collection agent who has an ulterior motive for meeting those who have gotten behind on their tax payments. Thomas caused the deaths of seven people"
1355,"When you see the cover of the DVD you're convinced this is some Class B cheesy cheapie, a film made for $1,000 in somebody's backyard.<br /><br />Wrong! <br /><br />This is quality material and really"
1356,"I saw Arthur(the TV series and the books)years ago and never was fond of the show very much(if you're a fan of this cartoon,sorry if I'm spoiling it for you,but this is actually what I think).Lots of "
1357,"The first Cube movie was an art movie. It set up a world in which all the major archetypes of mankind were represented, and showed how they struggled to make sense of a hostile world that they couldn'"
1358,CREEP is a straight up serious horror film set in real time that wants nothing more than to just show people get attacked in a empty subway platform by a mutant for 85 minutes. And it does just that. 
1359,"The daughter's words are poetry: ""I can't go on another year. I got to get to a hotel room."" ""I lost my blue scarf in a sea of leaves."" ""The marble faun is moving in...he just gave us a washing machin"
1360,The story: Young-goon is a girl whose family has a history of mental illness. She ends up in a mental institution after she starts believing that she is in fact a cyborg. In the institution she meets 
1361,"Being a fan of movies like ""Fire Sale"", ""Where's Poppa"", ""Airplane"" I saw this because it was mentioned favorably in the context of real comedies and satires like the aforementioned. Well, WRONG CONCL"
